42.5626,Max e-e repulsion for a H-N bond
90.8929,Min e-n attraction for a H-N bond
91.4219,Max e-n attraction for a H-N bond
54.3608,Min n-n repulsion for a H-N bond
54.3718,Max n-n repulsion for a H-N bond
5.4953,Min coulombic interaction for a H-N bond
5.5125,Max coulombic interaction for a H-N bond
13.1475,Min total interaction for a H-N bond
13.1736,Max total interaction for a H-N bond
 -6.6692e+03 ,Tot molecular 1-center E-N attraction
-109.332,Tot molecular 1-center E-N attraction / # of atoms
  2.7388e+03 ,Tot molecular 1-center E-E repulsion
44.899,Tot molecular 1-center E-E repulsion / # of atoms
-899.6707,Tot molecular 2-center resonance energy
-14.7487,Tot molecular 2-center resonance energy / # of atoms
-409.2231,Tot molecular 2-center exchange energy
-6.7086,Tot molecular 2-center exchange energy / # of atoms
350.8989,Tot molecular electrostatic interaction
5.7524,Tot molecular electrostatic interaction / # of atoms
  6.5360e-03 ,Principal moment of inertia A
  1.0715e-04 ,Principal moment of inertia A / # of atoms
  1.9160e-03 ,Principal moment of inertia B
  3.1410e-05 ,Principal moment of inertia B / # of atoms
  1.5440e-03 ,Principal moment of inertia C
  2.5311e-05 ,Principal moment of inertia C / # of atoms
290.489,ALFA polarizability (DIP)
84.78,1X BETA polarizability (DIP)
42.39,(1/2)X BETA polarizability (DIP)
  1.2454e+05 ,1X GAMMA polarizability (DIP)
  2.0756e+04 ,(1/6)X GAMMA polarizability (DIP)
11 420,
60,Number of atoms
27,Number of C  atoms
0.45,Relative number of C  atoms
27,Number of H  atoms
0.45,Relative number of H  atoms
1,Number of O  atoms
0.0167,Relative number of O  atoms
5,Number of N  atoms
0.0833,Relative number of N  atoms
  0.0000e+00 ,Number of S  atoms
  0.0000e+00 ,Relative number of S  atoms
  0.0000e+00 ,Number of F  atoms
  0.0000e+00 ,Relative number of F  atoms
  0.0000e+00 ,Number of Cl atoms
  0.0000e+00 ,Relative number of Cl atoms
  0.0000e+00 ,Number of Br atoms
  0.0000e+00 ,Relative number of Br atoms
  0.0000e+00 ,Number of I  atoms
  0.0000e+00 ,Relative number of I  atoms
  0.0000e+00 ,Number of P  atoms
  0.0000e+00 ,Relative number of P  atoms
64,Number of bonds
47,Number of single bonds
0.7344,Relative number of single bonds
4,Number of double bonds
0.0625,Relative number of double bonds
1,Number of triple bonds
0.0156,Relative number of triple bonds
12,Number of aromatic bonds
0.1875,Relative number of aromatic bonds
5,Number of rings
0.0833,Relative number of rings
2,Number of benzene rings
0.0333,Relative number of benzene rings
437.5443,Molecular weight
7.2924,Relative molecular weight
  3.1124e+03 ,Gravitation index (all bonds)
  7.2285e+03 ,Gravitation index (all pairs)
  3.1250e+03 ,Wiener index
22.949,Randic index (order 0)
16.0672,Randic index (order 1)
14.3992,Randic index (order 2)
12.8927,Randic index (order 3)
18.9537,Kier&Hall index (order 0)
11.173,Kier&Hall index (order 1)
8.6769,Kier&Hall index (order 2)
6.5617,Kier&Hall index (order 3)
21.5028,Kier shape index (order 1)
8.8913,Kier shape index (order 2)
4.0852,Kier shape index (order 3)
5.7936,Kier flexibility index
2.0152,Average Information content (order 0)
120.9145,Information content (order 0)
0.3412,Average Structural Information content (order 0)
20.4701,Structural Information content (order 0)
3.8916,Average Complementary Information content (order 0)
233.499,Complementary Information content (order 0)
0.3359,Average Bonding Information content (order 0)
20.1524,Bonding Information content (order 0)
3.8432,Average Information content (order 1)
230.5908,Information content (order 1)
0.6506,Average Structural Information content (order 1)
39.0376,Structural Information content (order 1)
2.0637,Average Complementary Information content (order 1)
123.8226,Complementary Information content (order 1)
0.6405,Average Bonding Information content (order 1)
38.4318,Bonding Information content (order 1)
4.9151,Average Information content (order 2)
294.9037,Information content (order 2)
0.8321,Average Structural Information content (order 2)
49.9254,Structural Information content (order 2)
0.9918,Average Complementary Information content (order 2)
59.5098,Complementary Information content (order 2)
0.8192,Average Bonding Information content (order 2)
49.1506,Bonding Information content (order 2)
1.5912,Balaban index
  6.8610e-03 ,Moment of inertia A
  2.0921e-03 ,Moment of inertia B
  1.7345e-03 ,Moment of inertia C
129.2824,XY Shadow
0.5244,XY Shadow / XY Rectangle
62.6811,YZ Shadow
0.6755,YZ Shadow / YZ Rectangle
93.8017,ZX Shadow
0.6702,ZX Shadow / ZX Rectangle
418.9268,Molecular volume
0.2341,Molecular volume / XYZ Box
452.8631,Molecular surface area
0.031,Max partial charge for a C  atom [Zefirov's PC]
-0.0187,Min partial charge for a C  atom [Zefirov's PC]
-0.06,Max partial charge for a N  atom [Zefirov's PC]
-0.1219,Min partial charge for a N  atom [Zefirov's PC]
-0.1814,Max partial charge for a O  atom [Zefirov's PC]
-0.1814,Min partial charge for a O  atom [Zefirov's PC]
0.0435,Max partial charge for a H  atom [Zefirov's PC]
0.0195,Min partial charge for a H  atom [Zefirov's PC]
0.0435,Max partial charge (Qmax)
-0.1814,Min partial charge (Qmin)
0.2249,Polarity parameter (Qmax-Qmin)
  1.1154e-03 ,Polarity parameter / square distance
4.9158,Topographic electronic index (all pairs) [Zefirov's PC]
1.8839,Topographic electronic index (all bonds) [Zefirov's PC]
782.6194,TMSA Total molecular surface area [Zefirov's PC]
586.0898,PPSA-1 Partial positive surface area [Zefirov's PC]
196.5295,PNSA-1 Partial negative surface area [Zefirov's PC]
389.5603,DPSA-1 Difference in CPSAs (PPSA1-PNSA1) [Zefirov's PC]
0.7489,FPSA-1 Fractional PPSA (PPSA-1/TMSA) [Zefirov's PC]
0.2511,FNSA-1 Fractional PNSA (PNSA-1/TMSA) [Zefirov's PC]
458.6853,WPSA-1 Weighted PPSA (PPSA1*TMSA/1000) [Zefirov's PC]
153.8078,WNSA-1 Weighted PNSA (PNSA1*TMSA/1000) [Zefirov's PC]
489.6407,PPSA-2 Total charge weighted PPSA [Zefirov's PC]
-164.1879,PNSA-2 Total charge weighted PNSA [Zefirov's PC]
653.8286,DPSA-2 Difference in CPSAs (PPSA2-PNSA2) [Zefirov's PC]
0.6256,FPSA-2 Fractional PPSA (PPSA-2/TMSA) [Zefirov's PC]
-0.2098,FNSA-2 Fractional PNSA (PNSA-2/TMSA) [Zefirov's PC]
383.2023,WPSA-2 Weighted PPSA (PPSA2*TMSA/1000) [Zefirov's PC]
-128.4966,WNSA-2 Weighted PNSA (PNSA2*TMSA/1000) [Zefirov's PC]
15.2111,PPSA-3 Atomic charge weighted PPSA [Zefirov's PC]
-10.4632,PNSA-3 Atomic charge weighted PNSA [Zefirov's PC]
25.6744,DPSA-3 Difference in CPSAs (PPSA3-PNSA3) [Zefirov's PC]
0.0194,FPSA-3 Fractional PPSA (PPSA-3/TMSA) [Zefirov's PC]
-0.0134,FNSA-3 Fractional PNSA (PNSA-3/TMSA) [Zefirov's PC]
11.9045,WPSA-3 Weighted PPSA (PPSA3*TMSA/1000) [Zefirov's PC]
-8.1887,WNSA-3 Weighted PNSA (PNSA3*TMSA/1000) [Zefirov's PC]
0.052,RPCG Relative positive charge (QMPOS/QTPLUS) [Zefirov's PC]
1.2905,RPCS Relative positive charged SA (SAMPOS*RPCG) [Zefirov's PC]
0.2172,RNCG Relative negative charge (QMNEG/QTMINUS) [Zefirov's PC]
3.7592,RNCS Relative negative charged SA (SAMNEG*RNCG) [Zefirov's PC]
  0.0000e+00 ,HDSA H-donors surface area [Zefirov's PC]
  0.0000e+00 ,FHDSA Fractional HDSA (HDSA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HASA H-acceptors surface area [Zefirov's PC]
  0.0000e+00 ,FHASA Fractional HASA (HASA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HBSA H-bonding surface area [Zefirov's PC]
  0.0000e+00 ,FHBSA Fractional HBSA (HBSA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HDCA H-donors charged surface area [Zefirov's PC]
  0.0000e+00 ,FHDCA Fractional HDCA (HDCA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HACA H-acceptors charged surface area [Zefirov's PC]
  0.0000e+00 ,FHACA Fractional HACA (HACA/TMSA) [Zefirov's PC]
  0.0000e+00 ,HBCA H-bonding charged surface area [Zefirov's PC]
  0.0000e+00 ,FHBCA Fractional HBSA (HBSA/TMSA) [Zefirov's PC]
5,"min(#HA, #HD) [Zefirov's PC]"
5,count of H-acceptor sites [Zefirov's PC]
19,count of H-donors sites [Zefirov's PC]
125.0079,HA dependent HDSA-1 [Zefirov's PC]
0.1597,HA dependent HDSA-1/TMSA [Zefirov's PC]
24.9557,HA dependent HDSA-2 [Zefirov's PC]
0.0319,HA dependent HDSA-2/TMSA [Zefirov's PC]
0.8921,HA dependent HDSA-2/SQRT(TMSA) [Zefirov's PC]
4.6408,HA dependent HDCA-1 [Zefirov's PC]
  5.9299e-03 ,HA dependent HDCA-1/TMSA [Zefirov's PC]
0.9259,HA dependent HDCA-2 [Zefirov's PC]
  1.1830e-03 ,HA dependent HDCA-2/TMSA [Zefirov's PC]
0.0331,HA dependent HDCA-2/SQRT(TMSA) [Zefirov's PC]
89.0979,HASA-1 [Zefirov's PC]
0.1138,HASA-1/TMSA [Zefirov's PC]
15.8032,HASA-2 [Zefirov's PC]
0.0202,HASA-2/TMSA [Zefirov's PC]
0.5649,HASA-2/SQRT(TMSA) [Zefirov's PC]
6.497,HACA-1 [Zefirov's PC]
  8.3016e-03 ,HACA-1/TMSA [Zefirov's PC]
1.3108,HACA-2 [Zefirov's PC]
  1.6749e-03 ,HACA-2/TMSA [Zefirov's PC]
0.0469,HACA-2/SQRT(TMSA) [Zefirov's PC]
124.8812,Final heat of formation
2.0814,Final heat of formation / # of atoms
83,No. of occupied electronic levels
1.3833,No. of occupied electronic levels / # of atoms
-8.8799,HOMO-1 energy
-8.3729,HOMO energy
-0.6076,LUMO energy
0.0754,LUMO+1 energy
7.7653,HOMO - LUMO energy gap
  3.3593e-03 ,Min nucleoph. react. index for a O atom
  3.3593e-03 ,Max nucleoph. react. index for a O atom
  3.3593e-03 ,Avg nucleoph. react. index for a O atom
  1.2444e-06 ,Min nucleoph. react. index for a C atom
0.015,Max nucleoph. react. index for a C atom
  3.2260e-03 ,Avg nucleoph. react. index for a C atom
  2.9884e-08 ,Min nucleoph. react. index for a N atom
0.0133,Max nucleoph. react. index for a N atom
  2.8180e-03 ,Avg nucleoph. react. index for a N atom
  6.8799e-05 ,Min electroph. react. index for a O atom
  6.8799e-05 ,Max electroph. react. index for a O atom
  6.8799e-05 ,Avg electroph. react. index for a O atom
  6.8593e-07 ,Min electroph. react. index for a C atom
0.0156,Max electroph. react. index for a C atom
  3.6868e-03 ,Avg electroph. react. index for a C atom
  2.0475e-07 ,Min electroph. react. index for a N atom
  4.4497e-03 ,Max electroph. react. index for a N atom
  1.3117e-03 ,Avg electroph. react. index for a N atom
  5.7925e-04 ,Min 1-electron react. index for a O atom
  5.7925e-04 ,Max 1-electron react. index for a O atom
  5.7925e-04 ,Avg 1-electron react. index for a O atom
-0.0165,Min 1-electron react. index for a C atom
0.013,Max 1-electron react. index for a C atom
 -5.3735e-05 ,Avg 1-electron react. index for a C atom
 -1.6596e-03 ,Min 1-electron react. index for a N atom
  2.7773e-03 ,Max 1-electron react. index for a N atom
  7.8696e-05 ,Avg 1-electron react. index for a N atom
-0.2107,Max net atomic charge for a O atom
-0.2107,Min net atomic charge for a O atom
0.0837,Max net atomic charge for a C atom
-0.2086,Min net atomic charge for a C atom
-0.0444,Max net atomic charge for a N atom
-0.3483,Min net atomic charge for a N atom
0.1648,Max net atomic charge for a H atom
0.0585,Min net atomic charge for a H atom
0.1648,Max net atomic charge
-0.3483,Min net atomic charge
5.353,Tot point-charge comp. of the molecular dipole
2.219,Tot hybridization comp. of the molecular dipole
6.66,Tot dipole of the molecule
0.1014,Image of the Onsager-Kirkwood solvation energy
784.1097,TMSA Total molecular surface area [Quantum-Chemical PC]
515.3323,PPSA-1 Partial positive surface area [Quantum-Chemical PC]
268.7773,PNSA-1 Partial negative surface area [Quantum-Chemical PC]
246.555,DPSA-1 Difference in CPSAs (PPSA1-PNSA1) [Quantum-Chemical PC]
0.6572,FPSA-1 Fractional PPSA (PPSA-1/TMSA) [Quantum-Chemical PC]
0.3428,FNSA-1 Fractional PNSA (PNSA-1/TMSA) [Quantum-Chemical PC]
404.0771,WPSA-1 Weighted PPSA (PPSA1*TMSA/1000) [Quantum-Chemical PC]
210.7509,WNSA-1 Weighted PNSA (PNSA1*TMSA/1000) [Quantum-Chemical PC]
  1.6574e+03 ,PPSA-2 Total charge weighted PPSA [Quantum-Chemical PC]
-864.4417,PNSA-2 Total charge weighted PNSA [Quantum-Chemical PC]
  2.5219e+03 ,DPSA-2 Difference in CPSAs (PPSA2-PNSA2) [Quantum-Chemical PC]
2.1137,FPSA-2 Fractional PPSA (PPSA-2/TMSA) [Quantum-Chemical PC]
-1.1024,FNSA-2 Fractional PNSA (PNSA-2/TMSA) [Quantum-Chemical PC]
  1.2996e+03 ,WPSA-2 Weighted PPSA (PPSA2*TMSA/1000) [Quantum-Chemical PC]
-677.8171,WNSA-2 Weighted PNSA (PNSA2*TMSA/1000) [Quantum-Chemical PC]
58.6857,PPSA-3 Atomic charge weighted PPSA [Quantum-Chemical PC]
-27.8373,PNSA-3 Atomic charge weighted PNSA [Quantum-Chemical PC]
86.523,DPSA-3 Difference in CPSAs (PPSA3-PNSA3) [Quantum-Chemical PC]
0.0748,FPSA-3 Fractional PPSA (PPSA-3/TMSA) [Quantum-Chemical PC]
-0.0355,FNSA-3 Fractional PNSA (PNSA-3/TMSA) [Quantum-Chemical PC]
46.016,WPSA-3 Weighted PPSA (PPSA3*TMSA/1000) [Quantum-Chemical PC]
-21.8275,WNSA-3 Weighted PNSA (PNSA3*TMSA/1000) [Quantum-Chemical PC]
0.0512,RPCG Relative positive charge (QMPOS/QTPLUS) [Quantum-Chemical PC]
0.5379,RPCS Relative positive charged SA (SAMPOS*RPCG) [Quantum-Chemical PC]
0.1083,RNCG Relative negative charge (QMNEG/QTMINUS) [Quantum-Chemical PC]
1.1868,RNCS Relative negative charged SA (SAMNEG*RNCG) [Quantum-Chemical PC]
  0.0000e+00 ,HDSA H-donors surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHDSA Fractional HDSA (HDSA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HASA H-acceptors surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHASA Fractional HASA (HASA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HBSA H-bonding surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHBSA Fractional HBSA (HBSA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HDCA H-donors charged surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHDCA Fractional HDCA (HDCA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HACA H-acceptors charged surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHACA Fractional HACA (HACA/TMSA) [Quantum-Chemical PC]
  0.0000e+00 ,HBCA H-bonding charged surface area [Quantum-Chemical PC]
  0.0000e+00 ,FHBCA Fractional HBSA (HBSA/TMSA) [Quantum-Chemical PC]
5,"min(#HA, #HD) [Quantum-Chemical PC]"
5,count of H-acceptor sites [Quantum-Chemical PC]
17,count of H-donors sites [Quantum-Chemical PC]
102.1057,HA dependent HDSA-1 [Quantum-Chemical PC]
0.1302,HA dependent HDSA-1/TMSA [Quantum-Chemical PC]
21.803,HA dependent HDSA-2 [Quantum-Chemical PC]
0.0278,HA dependent HDSA-2/TMSA [Quantum-Chemical PC]
0.7786,HA dependent HDSA-2/SQRT(TMSA) [Quantum-Chemical PC]
12.9436,HA dependent HDCA-1 [Quantum-Chemical PC]
0.0165,HA dependent HDCA-1/TMSA [Quantum-Chemical PC]
2.7213,HA dependent HDCA-2 [Quantum-Chemical PC]
  3.4706e-03 ,HA dependent HDCA-2/TMSA [Quantum-Chemical PC]
0.0972,HA dependent HDCA-2/SQRT(TMSA) [Quantum-Chemical PC]
90.8388,HASA-1 [Quantum-Chemical PC]
0.1158,HASA-1/TMSA [Quantum-Chemical PC]
16.4579,HASA-2 [Quantum-Chemical PC]
0.021,HASA-2/TMSA [Quantum-Chemical PC]
0.5877,HASA-2/SQRT(TMSA) [Quantum-Chemical PC]
8.7047,HACA-1 [Quantum-Chemical PC]
0.0111,HACA-1/TMSA [Quantum-Chemical PC]
2.1666,HACA-2 [Quantum-Chemical PC]
  2.7632e-03 ,HACA-2/TMSA [Quantum-Chemical PC]
0.0774,HACA-2/SQRT(TMSA) [Quantum-Chemical PC]
0.7968,Min atomic orbital electronic population
1.8691,Max atomic orbital electronic population
0.9712,Max SIGMA-SIGMA bond order
0.0259,Max SIGMA-PI bond order
1.9139,Max PI-PI bond order
2.0821,Max bonding contribution of a MO
-2.1602,Max antibonding contribution of a MO
2.1648,Min valency of a O atom
2.1648,Max valency of a O atom
2.1648,Avg valency of a O atom
0.975,Min (>0.1) bond order of a O atom
1.0361,Max bond order of a O atom
1.0056,Avg bond order of a O atom
3.8744,Min valency of a C atom
3.9524,Max valency of a C atom
3.9236,Avg valency of a C atom
0.1021,Min (>0.1) bond order of a C atom
2.885,Max bond order of a C atom
1.0272,Avg bond order of a C atom
2.9604,Min valency of a N atom
3.4351,Max valency of a N atom
3.0924,Avg valency of a N atom
0.9314,Min (>0.1) bond order of a N atom
2.885,Max bond order of a N atom
1.2278,Avg bond order of a N atom
0.9728,Min valency of a H atom
0.9966,Max valency of a H atom
0.9857,Avg valency of a H atom
0.9287,Min (>0.1) bond order of a H atom
0.9671,Max bond order of a H atom
0.9521,Avg bond order of a H atom
215.9739,Min e-e repulsion for a O atom
215.9739,Max e-e repulsion for a O atom
522.6357,Min e-n attraction for a O atom
522.6357,Max e-n attraction for a O atom
306.6617,Min atomic state energy for a O atom
306.6617,Max atomic state energy for a O atom
68.0606,Min e-e repulsion for a C atom
78.4843,Max e-e repulsion for a C atom
170.0892,Min e-n attraction for a C atom
181.8813,Max e-n attraction for a C atom
102.0124,Min atomic state energy for a C atom
103.4541,Max atomic state energy for a C atom
126.2845,Min e-e repulsion for a N atom
142.2728,Max e-e repulsion for a N atom
314.5684,Min e-n attraction for a N atom
329.0334,Max e-n attraction for a N atom
183.2072,Min atomic state energy for a N atom
188.8944,Max atomic state energy for a N atom
2.2404,Min e-e repulsion for a H atom
2.847,Max e-e repulsion for a H atom
9.5179,Min e-n attraction for a H atom
10.7293,Max e-n attraction for a H atom
7.2775,Min atomic state energy for a H atom
7.8823,Max atomic state energy for a H atom
12.2766,Min resonance energy for a C-C bond
18.3883,Max resonance energy for a C-C bond
5.2348,Min exchange energy for a C-C bond
8.446,Max exchange energy for a C-C bond
119.4746,Min e-e repulsion for a C-C bond
130.6402,Max e-e repulsion for a C-C bond
237.6813,Min e-n attraction for a C-C bond
257.4077,Max e-n attraction for a C-C bond
122.3125,Min n-n repulsion for a C-C bond
133.4537,Max n-n repulsion for a C-C bond
4.1058,Min coulombic interaction for a C-C bond
6.4076,Max coulombic interaction for a C-C bond
13.4056,Min total interaction for a C-C bond
20.6443,Max total interaction for a C-C bond
14.6561,Min resonance energy for a C-N bond
33.2409,Max resonance energy for a C-N bond
5.4289,Min exchange energy for a C-N bond
15.3115,Max exchange energy for a C-N bond
159.8171,Min e-e repulsion for a C-N bond
173.1165,Max e-e repulsion for a C-N bond
317.6493,Min e-n attraction for a C-N bond
351.7698,Max e-n attraction for a C-N bond
162.1581,Min n-n repulsion for a C-N bond
192.7892,Max n-n repulsion for a C-N bond
5.786,Min coulombic interaction for a C-N bond
14.1359,Max coulombic interaction for a C-N bond
14.299,Min total interaction for a C-N bond
34.4165,Max total interaction for a C-N bond
15.6032,Min resonance energy for a C-O bond
17.6237,Max resonance energy for a C-O bond
5.4062,Min exchange energy for a C-O bond
5.9019,Max exchange energy for a C-O bond
194.9891,Min e-e repulsion for a C-O bond
198.5208,Max e-e repulsion for a C-O bond
393.8304,Min e-n attraction for a C-O bond
394.1913,Max e-n attraction for a C-O bond
202.6368,Min n-n repulsion for a C-O bond
207.2412,Max n-n repulsion for a C-O bond
7.3272,Min coulombic interaction for a C-O bond
8.0391,Max coulombic interaction for a C-O bond
13.6822,Min total interaction for a C-O bond
15.4865,Max total interaction for a C-O bond
10.4209,Min resonance energy for a C-H bond
11.3832,Max resonance energy for a C-H bond
5.1953,Min exchange energy for a C-H bond
5.3328,Max exchange energy for a C-H bond
30.4813,Min e-e repulsion for a C-H bond
33.631,Max e-e repulsion for a C-H bond
66.6494,Min e-n attraction for a C-H bond
69.6522,Max e-n attraction for a C-H bond
39.3093,Min n-n repulsion for a C-H bond
40.5077,Max n-n repulsion for a C-H bond
3.5985,Min coulombic interaction for a C-H bond
3.8853,Max coulombic interaction for a C-H bond
11.997,Min total interaction for a C-H bond
12.8545,Max total interaction for a C-H bond
13.4029,Min resonance energy for a H-N bond
13.4051,Max resonance energy for a H-N bond
5.4835,Min exchange energy for a H-N bond
5.4857,Max exchange energy for a H-N bond
43.1566,Min e-e repulsion for a H-N bond
43.1707,Max e-e repulsion for a H-N bond
92.1217,Min e-n attraction for a H-N bond
92.1352,Max e-n attraction for a H-N bond
54.4711,Min n-n repulsion for a H-N bond
54.4711,Max n-n repulsion for a H-N bond
5.506,Min coulombic interaction for a H-N bond
5.5066,Max coulombic interaction for a H-N bond
13.3798,Min total interaction for a H-N bond
13.3847,Max total interaction for a H-N bond
 -7.1610e+03 ,Tot molecular 1-center E-N attraction
-119.3493,Tot molecular 1-center E-N attraction / # of atoms
  2.9399e+03 ,Tot molecular 1-center E-E repulsion
48.9979,Tot molecular 1-center E-E repulsion / # of atoms
-908.3547,Tot molecular 2-center resonance energy
-15.1392,Tot molecular 2-center resonance energy / # of atoms
-409.0118,Tot molecular 2-center exchange energy
-6.8169,Tot molecular 2-center exchange energy / # of atoms
357.8298,Tot molecular electrostatic interaction
5.9638,Tot molecular electrostatic interaction / # of atoms
  6.8610e-03 ,Principal moment of inertia A
  1.1435e-04 ,Principal moment of inertia A / # of atoms
  2.0920e-03 ,Principal moment of inertia B
  3.4867e-05 ,Principal moment of inertia B / # of atoms
  1.7350e-03 ,Principal moment of inertia C
  2.8917e-05 ,Principal moment of inertia C / # of atoms
295.7177,ALFA polarizability (DIP)
-107.041,1X BETA polarizability (DIP)
-53.521,(1/2)X BETA polarizability (DIP)
  1.3032e+05 ,1X GAMMA polarizability (DIP)
  2.1719e+04 ,(1/6)X GAMMA polarizability (DIP)
12 459,
60,Number of atoms
27,Number of C  atoms
0.45,Relative number of C  atoms
26,Number of H  atoms
0.4333,Relative number of H  atoms
1,Number of O  atoms
0.0167,Relative number of O  atoms
5,Number of N  atoms
0.0833,Relative number of N  atoms
  0.0000e+00 ,Number of S  atoms
  0.0000e+00 ,Relative number of S  atoms
1,Number of F  atoms
0.0167,Relative number of F  atoms
  0.0000e+00 ,Number of Cl atoms
  0.0000e+00 ,Relative number of Cl atoms
  0.0000e+00 ,Number of Br atoms
  0.0000e+00 ,Relative number of Br atoms
  0.0000e+00 ,Number of I  atoms
  0.0000e+00 ,Relative number of I  atoms
  0.0000e+00 ,Number of P  atoms
  0.0000e+00 ,Relative number of P  atoms
64,Number of bonds
47,Number of single bonds
0.7344,Relative number of single bonds
4,Number of double bonds
0.0625,Relative number of double bonds
1,Number of triple bonds
0.0156,Relative number of triple bonds
12,Number of aromatic bonds
0.1875,Relative number of aromatic bonds
5,Number of rings
0.0833,Relative number of rings
2,Number of benzene rings
0.0333,Relative number of benzene rings
455.5344,Molecular weight
7.5922,Relative molecular weight
  3.2235e+03 ,Gravitation index (all bonds)
  7.6217e+03 ,Gravitation index (all pairs)
  3.3560e+03 ,Wiener index
23.8193,Randic index (order 0)
16.4779,Randic index (order 1)
14.9289,Randic index (order 2)
13.3359,Randic index (order 3)
19.2543,Kier&Hall index (order 0)
11.2787,Kier&Hall index (order 1)
8.7978,Kier&Hall index (order 2)
6.6235,Kier&Hall index (order 3)
22.3856,Kier shape index (order 1)
9.0875,Kier shape index (order 2)
4.1592,Kier shape index (order 3)
5.9832,Kier flexibility index
2.1181,Average Information content (order 0)
127.085,Information content (order 0)
0.3586,Average Structural Information content (order 0)
21.5147,Structural Information content (order 0)
3.7888,Average Complementary Information content (order 0)
227.3284,Complementary Information content (order 0)
0.353,Average Bonding Information content (order 0)
21.1808,Bonding Information content (order 0)
3.9938,Average Information content (order 1)
239.6293,Information content (order 1)
0.6761,Average Structural Information content (order 1)
40.5677,Structural Information content (order 1)
1.9131,Average Complementary Information content (order 1)
114.7842,Complementary Information content (order 1)
0.6656,Average Bonding Information content (order 1)
39.9382,Bonding Information content (order 1)
5.075,Average Information content (order 2)
304.4973,Information content (order 2)
0.8592,Average Structural Information content (order 2)
51.5495,Structural Information content (order 2)
0.8319,Average Complementary Information content (order 2)
49.9161,Complementary Information content (order 2)
0.8458,Average Bonding Information content (order 2)
50.7495,Bonding Information content (order 2)
1.6133,Balaban index
  6.6296e-03 ,Moment of inertia A
  1.9307e-03 ,Moment of inertia B
  1.6009e-03 ,Moment of inertia C
131.502,XY Shadow
0.5203,XY Shadow / XY Rectangle
61.481,YZ Shadow
0.6595,YZ Shadow / YZ Rectangle
95.1618,ZX Shadow
0.6767,ZX Shadow / ZX Rectangle
424.6636,Molecular volume
0.2333,Molecular volume / XYZ Box
454.5435,Molecular surface area
0.0712,Max partial charge for a C  atom [Zefirov's PC]
-0.0187,Min partial charge for a C  atom [Zefirov's PC]
-0.06,Max partial charge for a N  atom [Zefirov's PC]
-0.1219,Min partial charge for a N  atom [Zefirov's PC]
-0.173,Max partial charge for a O  atom [Zefirov's PC]
-0.173,Min partial charge for a O  atom [Zefirov's PC]
-0.1525,Max partial charge for a F  atom [Zefirov's PC]
-0.1525,Min partial charge for a F  atom [Zefirov's PC]
0.0435,Max partial charge for a H  atom [Zefirov's PC]
0.0195,Min partial charge for a H  atom [Zefirov's PC]
0.0712,Max partial charge (Qmax)
-0.173,Min partial charge (Qmin)
0.2442,Polarity parameter (Qmax-Qmin)
0.0408,Polarity parameter / square distance
5.395,Topographic electronic index (all pairs) [Zefirov's PC]
1.999,Topographic electronic index (all bonds) [Zefirov's PC]
785.6315,TMSA Total molecular surface area [Zefirov's PC]
587.2521,PPSA-1 Partial positive surface area [Zefirov's PC]
198.3794,PNSA-1 Partial negative surface area [Zefirov's PC]
388.8726,DPSA-1 Difference in CPSAs (PPSA1-PNSA1) [Zefirov's PC]
0.7475,FPSA-1 Fractional PPSA (PPSA-1/TMSA) [Zefirov's PC]
0.2525,FNSA-1 Fractional PNSA (PNSA-1/TMSA) [Zefirov's PC]
461.3637,WPSA-1 Weighted PPSA (PPSA1*TMSA/1000) [Zefirov's PC]
155.8531,WNSA-1 Weighted PNSA (PNSA1*TMSA/1000) [Zefirov's PC]
560.8137,PPSA-2 Total charge weighted PPSA [Zefirov's PC]
-189.4483,PNSA-2 Total charge weighted PNSA [Zefirov's PC]
750.2619,DPSA-2 Difference in CPSAs (PPSA2-PNSA2) [Zefirov's PC]
0.7138,FPSA-2 Fractional PPSA (PPSA-2/TMSA) [Zefirov's PC]
-0.2411,FNSA-2 Fractional PNSA (PNSA-2/TMSA) [Zefirov's PC]
440.5929,WPSA-2 Weighted PPSA (PPSA2*TMSA/1000) [Zefirov's PC]
-148.8365,WNSA-2 Weighted PNSA (PNSA2*TMSA/1000) [Zefirov's PC]
15.6478,PPSA-3 Atomic charge weighted PPSA [Zefirov's PC]
-15.5268,PNSA-3 Atomic charge weighted PNSA [Zefirov's PC]
31.1746,DPSA-3 Difference in CPSAs (PPSA3-PNSA3) [Zefirov's PC]
0.0199,FPSA-3 Fractional PPSA (PPSA-3/TMSA) [Zefirov's PC]
-0.0198,FNSA-3 Fractional PNSA (PNSA-3/TMSA) [Zefirov's PC]
